         x          y
0.4000000000000000 0.0000000000000000
0.3996945077138302 0.0156250000000000
0.3987772345640356 0.0312500000000000
0.3972438707691935 0.0468750000000000
0.3950869258734101 0.0625000000000000
0.3922962959963255 0.0781250000000000
0.3906250000000000 0.0860925955252491
0.3888584384609762 0.0937500000000000
0.3847557644624241 0.1093750000000000
0.3799669094430647 0.1250000000000000
0.3750000000000000 0.1391935306257598
0.3744655318630955 0.1406250000000000
0.3682197218129544 0.1562500000000000
0.3611910574734714 0.1718750000000000
0.3593750000000000 0.1756405339393585
0.3533322350381100 0.1875000000000000
0.3445868664315273 0.2031250000000000
0.3437500000000000 0.2045380840906720
0.3348855519564572 0.2187500000000000
0.3281250000000000 0.2287658543263164
0.3241423324289512 0.2343750000000000
0.3125000000000000 0.2496870524197856
0.3122496923200689 0.2500000000000000
0.2990705556147667 0.2656250000000000
0.2968750000000000 0.2680765968920035
0.2844263125809944 0.2812500000000000
0.2812500000000000 0.2844262014066537
0.2680767216779409 0.2968750000000000
0.2656250000000000 0.2990707100930062
0.2500000000000000 0.3122496188084895
0.2343750000000000 0.3241424366976916
0.2287660287345030 0.3281250000000000
0.2187500000000000 0.3348854507996015
0.2045379284329778 0.3437500000000000
0.2031250000000000 0.3445867945507990
0.1875000000000000 0.3533322489960868
0.1756402125327435 0.3593750000000000
0.1718750000000000 0.3611908842843113
0.1562500000000000 0.3682198042146212
0.1406250000000000 0.3744655750903755
0.1391938705795107 0.3750000000000000
0.1250000000000000 0.3799670591718606
0.1093750000000000 0.3847556832212683
0.0937500000000000 0.3888583789857051
0.0860929358983584 0.3906250000000000
0.0781250000000000 0.3922963605818282
0.0625000000000000 0.3950869113739719
0.0468750000000000 0.3972437329013660
0.0312500000000000 0.3987772136776518
0.0156250000000000 0.3996946282944918
0.0000000000000000 0.3999998353968724
-0.0156250000000000 0.3996944969483473
-0.0312500000000000 0.3987773655315998
-0.0468750000000000 0.3972437886814025
-0.0625000000000000 0.3950868099460980
-0.0781250000000000 0.3922962056336511
-0.0860927656057517 0.3906250000000000
-0.0937500000000000 0.3888583057710108
-0.1093750000000000 0.3847558629697991
-0.1250000000000000 0.3799668751876887
-0.1391935067882130 0.3750000000000000
-0.1406250000000000 0.3744656058629543
-0.1562500000000000 0.3682197586024164
-0.1718750000000000 0.3611908782758742
-0.1756401764157807 0.3593750000000000
-0.1875000000000000 0.3533321154750592
-0.2031250000000000 0.3445870328399471
-0.2045382611053172 0.3437500000000000
-0.2187500000000000 0.3348856416772316
-0.2287658719683756 0.3281250000000000
-0.2343750000000000 0.3241422317551108
-0.2496869532092816 0.3125000000000000
-0.2656250000000000 0.2990705477917686
-0.2680766359179160 0.2968750000000000
-0.2812500000000000 0.2844264419522929
-0.2844262446102827 0.2812500000000000
-0.2968750000000000 0.2680768384709664
-0.2990706868288105 0.2656250000000000
-0.3122496858747769 0.2500000000000000
-0.3241422664600369 0.2343750000000000
-0.3281250000000000 0.2287660812283815
-0.3348854807513426 0.2187500000000000
-0.3437500000000000 0.2045379872487443
-0.3445868500595551 0.2031250000000000
-0.3533321200931855 0.1875000000000000
-0.3593750000000000 0.1756400695486078
-0.3611908205159056 0.1718750000000000
-0.3682199146625629 0.1562500000000000
-0.3744657354757050 0.1406250000000000
-0.3750000000000000 0.1391937977313139
-0.3799669564653894 0.1250000000000000
-0.3847557160740284 0.1093750000000000
-0.3888582859316767 0.0937500000000000
-0.3906250000000000 0.0860934425166146
-0.3922962271504702 0.0781250000000000
-0.3950868051037487 0.0625000000000000
-0.3972437055456113 0.0468750000000000
-0.3987773028588657 0.0312500000000000
-0.3996945960047739 0.0156250000000000
-0.3999997805291884 0.0000000000000000
-0.3996945960047739 -0.0156250000000000
-0.3987773028588656 -0.0312500000000000
-0.3972437055456113 -0.0468750000000000
-0.3950868051037487 -0.0625000000000000
-0.3922962271504701 -0.0781250000000000
-0.3906250000000000 -0.0860934425166147
-0.3888582859316767 -0.0937500000000000
-0.3847557160740283 -0.1093750000000000
-0.3799669564653894 -0.1250000000000000
-0.3750000000000000 -0.1391937977313138
-0.3744657354757050 -0.1406250000000000
-0.3682199146625629 -0.1562500000000000
-0.3611908205159056 -0.1718750000000000
-0.3593750000000000 -0.1756400695486077
